Freq_GHz,S11_GPR_dB,Uncertainty_dB
3.0,11.294184355244159,0.007640360104378375
3.1,11.189834833208364,0.00685360654059157
3.2,11.071097686165693,0.006593853985981448
3.3000000000000003,10.938904584325961,0.006546985378688284
3.4000000000000004,10.794363701314172,0.006546776930827906
3.5000000000000004,10.638748506026502,0.006534759278379211
3.6000000000000005,10.47348329212696,0.006504875818394938
3.7000000000000006,10.300125589737014,0.006468460100194207
3.8000000000000007,10.120345679326318,0.006437182603787888
3.900000000000001,9.935903502073213,0.0064169075007787105
4.000000000000001,9.748623332033825,0.006407478802906472
4.100000000000001,9.560366641306503,0.0064050980327849585
4.200000000000001,9.37300364799716,0.006405087133770953
4.300000000000001,9.188384086257718,0.006403854181128934
4.400000000000001,9.008307776205646,0.006399728586249476
4.500000000000002,8.834495597571541,0.006392855680976648
4.600000000000001,8.668561483161959,0.006384544878472201
4.700000000000001,8.511986045689955,0.00637646305911914
4.800000000000002,8.366092433607387,0.0063699635186250415
4.900000000000002,8.232024978072488,0.00636570692675529
5.000000000000002,8.110731144338665,0.006363601841924943
5.100000000000001,8.002947237345065,0.006362994021959582
5.200000000000002,7.909188234262969,0.00636298212698603
5.3000000000000025,7.829742027784985,0.006362734409576888
5.400000000000002,7.764668265023778,0.006361714169526685
5.500000000000002,7.713801860371268,0.0063597712619719365
5.600000000000002,7.676761149226913,0.006357104439996018
5.700000000000003,7.6529605360449375,0.006354133056225549
5.8000000000000025,7.641627377748521,0.006351332242180927
5.900000000000002,7.64182273535989,0.00634908398092107
6.000000000000003,7.65246552582302,0.00634758176534529
6.100000000000003,7.672359515455252,0.006346804947237224
6.200000000000003,7.700222519043535,0.006346557122250123
6.3000000000000025,7.734717106777121,0.006346546670557085
6.400000000000003,7.7744820770611085,0.006346480217550087
6.5000000000000036,7.818163928390918,0.006346141562753215
6.600000000000003,7.86444755895321,0.006345437344688207
6.700000000000003,7.91208543894077,0.006344402700283384
6.800000000000003,7.959924537595415,0.006343171793360942
6.900000000000004,8.006930343972662,0.0063419264200042175
7.0000000000000036,8.052207395987267,0.006340839549988925
7.100000000000003,8.095015824502605,0.006340029400977302
7.200000000000004,8.13478352558888,0.006339534594953875
7.300000000000004,8.171113691655748,0.006339313907359751
7.400000000000004,8.203787557646914,0.006339267186721633
7.5000000000000036,8.2327623482763,0.006339268994023768
7.600000000000004,8.25816454263024,0.006339204389366582
7.700000000000005,8.280278699553042,0.006338997242262794
7.800000000000004,8.299532207341272,0.006338624714796666
7.900000000000004,8.316476430854756,0.006338116018019546
8.000000000000004,8.331764824972943,0.006337537842754279
8.100000000000005,8.346128662557957,0.006336971965996165
8.200000000000005,8.360351085404734,0.00633649182026516
8.300000000000004,8.37524022631436,0.006336144200118108
8.400000000000006,8.391602168302622,0.00633594016400703
8.500000000000005,8.41021450260198,0.0063358563051761985
8.600000000000005,8.431801220764537,0.006335844758555211
8.700000000000005,8.45700962873037,0.006335848258410703
8.800000000000004,8.486389903735855,0.006335815751778182
8.900000000000006,8.52037783053587,0.006335714492840391
9.000000000000005,8.559281154255832,0.006335535977781842
9.100000000000005,8.603269876359473,0.00633529497963578
9.200000000000006,8.652370701132341,0.006335022803457736
9.300000000000006,8.706465716375014,0.006334757212265058
9.400000000000006,8.765295267414404,0.006334531998736829
9.500000000000005,8.828464861804074,0.0063343688935923875
9.600000000000005,8.895455826790723,0.006334273554813412
9.700000000000006,8.965639336133014,0.006334236106356794
9.800000000000006,9.0382933301877,0.0063342354948202825
9.900000000000006,9.112621775915635,0.006334246037300271
10.000000000000007,9.187775653696429,0.0063342442286948185
10.100000000000007,9.262875017106849,0.0063342140640298035
10.200000000000006,9.337031451054585,0.0063341497807021165
10.300000000000006,9.409370253193197,0.00633405572175549
10.400000000000006,9.479051683094683,0.006333943811954468
10.500000000000007,9.545290662352995,0.006333829635700482
10.600000000000007,9.607374365210699,0.006333728314818811
10.700000000000006,9.664677211522543,0.006333651194451907
10.800000000000008,9.716672859538914,0.006333603977767225
10.900000000000007,9.762942892403522,0.0063335864456811825
11.000000000000007,9.803181996437482,0.006333593484311215
11.100000000000007,9.837199538075511,0.0063336168806794055
11.200000000000006,9.864917556496646,0.006333647308356788
11.300000000000008,9.886365297329686,0.006333676045679034
11.400000000000007,9.901670516195264,0.006333696196840049
11.500000000000007,9.911047876340962,0.006333703407958816
11.600000000000009,9.914784849570546,0.006333696196840049
11.700000000000008,9.913225601734318,0.0063336760454517855
11.800000000000008,9.906753401299186,0.0063336473085515745
11.900000000000007,9.895772130458353,0.006333616880582013
12.000000000000007,9.880687501846484,0.006333593484181357
12.100000000000009,9.861888589665131,0.0063335864456811825
12.200000000000008,9.839730271862564,0.0063336039776049026
12.300000000000008,9.814517150412414,0.006333651194322051
12.40000000000001,9.786489470633901,0.006333728314753883
12.500000000000009,9.755811499273685,0.006333829635635555
12.600000000000009,9.722562746514017,0.0063339438117596914
12.700000000000008,9.686732331324954,0.006334055721820415
12.800000000000008,9.64821669507988,0.0063341497807021165
12.90000000000001,9.606820767774595,0.006334214064127187
13.000000000000009,9.562262587362943,0.0063342442284675905
13.100000000000009,9.514181268567127,0.006334246037365194
13.20000000000001,9.462148115968853,0.006334235494625515
13.30000000000001,9.405680580104105,0.006334236106454178
13.40000000000001,9.344258667393744,0.00633427355474849
13.500000000000009,9.277343337554731,0.0063343688939819145
13.600000000000009,9.204396357882226,0.006334531998736829
13.70000000000001,9.124901034356807,0.006334757212135223
13.80000000000001,9.038383206404836,0.0063350228034252795
13.90000000000001,8.944431876372532,0.00633529497963578
14.00000000000001,8.84271884694304,0.006335535978041478
14.10000000000001,8.733016759912267,0.006335714492937752
14.20000000000001,8.615214967522565,0.006335815751615917
14.30000000000001,8.489332722014309,0.006335848258443156
14.40000000000001,8.355529238795278,0.0063358447584254
14.50000000000001,8.214110271801903,0.006335856305111293
14.60000000000001,8.06553093398708,0.006335940163877221
14.70000000000001,7.910394598828037,0.006336144200280365
14.800000000000011,7.749447827439725,0.006336491820070462
14.900000000000011,7.583571377245131,0.006336971965931271
15.00000000000001,7.41376745902561,0.006337537842819168
15.10000000000001,7.241143516362621,0.0063381160181493115
15.20000000000001,7.066892901875408,0.0063386247148615425
15.300000000000011,6.8922729153112074,0.006338997242424978
15.400000000000011,6.718580746767734,0.006339204389334146
15.50000000000001,6.547127931774952,0.0063392689938940264
15.600000000000012,6.379213971702853,0.006339267186721633
15.700000000000012,6.2160998015403415,0.006339313907230011
15.800000000000011,6.058981796581272,0.006339534595083612
15.900000000000011,5.90896699959063,0.006340029400944871
16.00000000000001,5.767050220817207,0.00634083955018349
16.100000000000012,5.634093615552182,0.0063419264201339046
16.20000000000001,5.510809279144964,0.006343171793425773
16.30000000000001,5.397745319329767,0.006344402700218566
16.400000000000013,5.295275772704902,0.006345437344396572
16.500000000000014,5.203594628943373,0.006346141562882816
16.600000000000012,5.122714115811027,0.00634648021748529
16.70000000000001,5.052467283550566,0.006346546670557085
16.80000000000001,4.992514811994544,0.006346557122282521
16.900000000000013,4.9423558512431836,0.006346804947366811
17.000000000000014,4.901342600133472,0.00634758176534529
17.100000000000012,4.868698229085833,0.0063490839809858405
17.200000000000014,4.84353766800253,0.006351332242310421
17.30000000000001,4.824890708089962,0.006354133056290269
17.400000000000013,4.811726810717538,0.006357104440060706
17.500000000000014,4.802980978135817,0.006359771261907275
17.600000000000012,4.797580020938353,0.006361714169462043
17.700000000000014,4.794468555880718,0.006362734409673836
17.80000000000001,4.792634084814504,0.006362982126921401
17.900000000000013,4.791130540249592,0.0063629940219918964
18.000000000000014,4.789099734103317,0.006363601841989566
18.100000000000016,4.785790211743933,0.006365706926722989
18.200000000000014,4.7805730912992,0.0063699635186896
18.30000000000001,4.77295455586931,0.006376463059151386
18.400000000000013,4.762584761007993,0.006384544878633228
18.500000000000014,4.7492630187256,0.006392855680944485
18.600000000000016,4.73293921938062,0.006399728586153089
18.700000000000014,4.7137115512651135,0.006403854181321584
18.800000000000015,4.6918206716915565,0.00640508713373885
18.900000000000013,4.667640570407963,0.006405098033041775
19.000000000000014,4.641666443950102,0.006407478803099013
19.100000000000016,4.614499966180022,0.0064169075007787105
19.200000000000014,4.586832394255341,0.006437182603947598
19.300000000000015,4.559425989551244,0.006468460100225994
19.400000000000013,4.5330942589945415,0.006504875818426548
19.500000000000014,4.508681533694826,0.00653475927825335
19.600000000000016,4.487042398938745,0.006546776930796498
19.700000000000014,4.469021473228133,0.006546985378656878
19.800000000000015,4.455434005141584,0.006593853985919081
19.900000000000016,4.4470477167553355,0.006853606540501565
20.000000000000014,4.444566272810923,0.007640360104459111
