Freq_GHz,VSWR(1)dB,Uncertainty_dB
3.0,11.29403783112957,0.24110874229964546
3.1,11.189815541514927,0.20641359145949822
3.2,11.071151855552372,0.17753737817703436
3.3000000000000003,10.938991371157325,0.15484925864001778
3.4000000000000004,10.7944538856363,0.1384483868931415
3.5000000000000004,10.638823014256385,0.12794807557681362
3.6000000000000005,10.473531604652333,0.12238037079564858
3.7000000000000006,10.30014409411437,0.12037230220542046
3.8000000000000007,10.120336029669787,0.12050490159011278
3.900000000000001,9.935871042542788,0.1216090399466224
4.000000000000001,9.748575637181608,0.12287682544912883
4.100000000000001,9.560312218672847,0.12383599890351783
4.200000000000001,9.372950839127238,0.12427246031273964
4.300000000000001,9.18834019168977,0.1241506244796217
4.400000000000001,9.008278418498952,0.12354776707718396
4.500000000000002,8.834484324670909,0.1226033217165829
4.600000000000001,8.668569602930464,0.12148015777721438
4.700000000000001,8.512012671857818,0.12033526164013389
4.800000000000002,8.36613471421016,0.119298617158288
4.900000000000002,8.232078470134326,0.11846011381773648
5.000000000000002,8.110790293442822,0.11786452765027121
5.100000000000001,8.003005918043696,0.11751402249136313
5.200000000000002,7.90924030710082,0.11737659899046915
5.3000000000000025,7.829781870987208,0.11739805945877396
5.400000000000002,7.764691243437945,0.11751480078713099
5.500000000000002,7.713804700734921,0.11766516457360265
5.600000000000002,7.676742198830868,0.11779790286579765
5.700000000000003,7.652919890869442,0.11787720266324972
5.8000000000000025,7.641566875606413,0.11788440528443911
5.900000000000002,7.6417458189117395,0.11781698081007258
6.000000000000003,7.652376988975283,0.11768551362264043
6.100000000000003,7.672265154107488,0.11750950122819855
6.200000000000003,7.700128712987846,0.11731272933862816
6.3000000000000025,7.734630363455643,0.11711889508500627
6.400000000000003,7.774408569662219,0.11694801714300654
6.5000000000000036,7.818109060354788,0.11681399903511362
6.600000000000003,7.864415584445917,0.11672350962902325
6.700000000000003,7.912079164454102,0.11667613601488121
6.800000000000003,7.959945123868156,0.11666558118983802
6.900000000000004,8.006977220329267,0.11668155343411396
7.0000000000000036,8.052278291440823,0.1167119439313953
7.100000000000003,8.095106912089722,0.11674491323406913
7.200000000000004,8.134889668916994,0.11677058834193911
7.300000000000004,8.171228776028627,0.11678218473244885
7.400000000000004,8.203904882815042,0.11677648618081074
7.5000000000000036,8.23287505615585,0.11675372016078449
7.600000000000004,8.258266051465984,0.11671694629973496
7.700000000000005,8.280363116050863,0.1166711247571826
7.800000000000004,8.299594690227286,0.11662205018258422
7.900000000000004,8.316513482965854,0.11657532782189811
8.000000000000004,8.33177449607234,0.11653553635295252
8.100000000000005,8.346110651233833,0.11650567400065164
8.200000000000005,8.36030673522072,0.11648692876186971
8.300000000000004,8.375172418371443,0.11647875909410442
8.400000000000006,8.391515119076784,0.11647922634946868
8.500000000000005,8.41011348190042,0.11648549049984956
8.600000000000005,8.431692209515786,0.11649436899301244
8.700000000000005,8.456898939789985,0.11650286415671346
8.800000000000004,8.486283790751859,0.11650858385486981
8.900000000000006,8.520282110091076,0.11651000784383393
9.000000000000005,8.559200865015356,0.11650658280978717
9.100000000000005,8.603208995943891,0.11649865733926086
9.200000000000006,8.652331937145206,0.11648729029619517
9.300000000000006,8.706450382760254,0.11647397999684897
9.400000000000006,8.765303251478322,0.11646036645923358
9.500000000000005,8.82849468121259,0.11644795547900372
9.600000000000005,8.895504770052888,0.11643790304404959
9.700000000000006,8.965703674885702,0.1164308840638221
9.800000000000006,9.03836858732958,0.11642705329335927
9.900000000000006,9.112703030559619,0.1164260913048007
10.000000000000007,9.187857862181916,0.11642731653235971
10.100000000000007,9.26295332900989,0.11642983714669723
10.200000000000006,9.33710150022449,0.11643271425388296
10.300000000000006,9.409428406208399,0.11643511026871134
10.400000000000006,9.479095230964726,0.11643640222831683
10.500000000000007,9.54531794552727,0.11643624785951294
10.600000000000007,9.607384826677709,0.11643460087105666
10.700000000000006,9.664671377658317,0.11643167985279113
10.800000000000008,9.716652253061367,0.11642790130336862
10.900000000000007,9.762909886002072,0.11642379107582096
11.000000000000007,9.803139619115559,0.11641988975734689
11.100000000000007,9.837151248767126,0.11641666639657929
11.200000000000006,9.864867000971806,0.11641445205519449
11.300000000000008,9.886316064738704,0.11641340055684332
11.400000000000007,9.901625910850136,0.11641347924912801
11.500000000000007,9.911010718594579,0.11641448824204682
11.600000000000009,9.914757317099072,0.11641610295820705
11.700000000000008,9.913209119363136,0.1164179322668222
11.800000000000008,9.906748583985294,0.116419583124585
11.900000000000007,9.895778780402932,0.11642072249805893
12.000000000000007,9.880704657210241,0.11642112825736896
12.100000000000009,9.86191461921964,0.11642072249805509
12.200000000000008,9.83976300731976,0.11641958312458309
12.300000000000008,9.814554046268842,0.11641793226682604
12.40000000000001,9.786527780228631,0.11641610295820322
12.500000000000009,9.755848455413648,0.11641448824204682
12.600000000000009,9.722595735435867,0.11641347924913184
12.700000000000008,9.68675904985792,0.11641340055684715
12.800000000000008,9.648235282527892,0.11641445205519832
12.90000000000001,9.606829906097005,0.1164166663965812
13.000000000000009,9.56226156553642,0.11641988975734305
13.100000000000009,9.514170009386568,0.11642379107581904
13.20000000000001,9.462127165833701,0.11642790130337054
13.30000000000001,9.405651064399946,0.11643167985279496
13.40000000000001,9.344222215806813,0.11643460087105666
13.500000000000009,9.277301984974908,0.11643624785951294
13.600000000000009,9.20435242741813,0.11643640222831683
13.70000000000001,9.124857009403163,0.11643511026870751
13.80000000000001,9.038341598695759,0.11643271425388488
13.90000000000001,8.944395096581236,0.11642983714669532
14.00000000000001,8.842689083722222,0.11642731653236356
14.10000000000001,8.732995872395415,0.11642609130480262
14.20000000000001,8.615204395310212,0.11642705329336119
14.30000000000001,8.489333415631016,0.11643088406381634
14.40000000000001,8.355541612590898,0.11643790304404959
14.50000000000001,8.214134180333096,0.11644795547900372
14.60000000000001,8.065565672084572,0.11646036645923358
14.70000000000001,7.910438924840533,0.11647397999685088
14.800000000000011,7.749500008541071,0.11648729029619326
14.900000000000011,7.583629255175392,0.11649865733925703
15.00000000000001,7.413828534180192,0.11650658280978334
15.10000000000001,7.241205047714432,0.1165100078438301
15.20000000000001,7.066952019784547,0.11650858385486981
15.300000000000011,6.892326743826499,0.11650286415671537
15.400000000000011,6.718626531548941,0.11649436899301244
15.50000000000001,6.547163169275331,0.11648549049984956
15.600000000000012,6.379236534778231,0.11647922634946677
15.700000000000012,6.2161080562381485,0.11647875909410442
15.800000000000011,6.058974704569275,0.11648692876187546
15.900000000000011,5.908944200576693,0.11650567400064397
16.00000000000001,5.767012089454426,0.11653553635295061
16.100000000000012,5.634041287779427,0.11657532782189621
16.20000000000001,5.5107446437260945,0.1166220501825804
16.30000000000001,5.3976709715508395,0.1166711247571826
16.400000000000013,5.295194928763264,0.11671694629973496
16.500000000000014,5.203511001480897,0.11675372016078639
16.600000000000012,5.12263175323641,0.11677648618080884
16.70000000000001,5.052390378160521,0.11678218473244312
16.80000000000001,4.9924474843087285,0.11677058834193146
16.900000000000013,4.942301920258339,0.11674491323406722
17.000000000000014,4.901305351208522,0.11671194393138956
17.100000000000012,4.86868019271867,0.11668155343411396
17.200000000000014,4.843540423685482,0.11666558118983802
17.30000000000001,4.8249147275900786,0.11667613601487929
17.400000000000013,4.8117713544075675,0.11672350962902134
17.500000000000014,4.8030440563337535,0.11681399903511552
17.600000000000012,4.797658429581052,0.11694801714300082
17.700000000000014,4.794557992302082,0.11711889508500435
17.80000000000001,4.792729345023259,0.11731272933863196
17.900000000000013,4.791225794068023,0.11750950122820043
18.000000000000014,4.789188869052694,0.11768551362263853
18.100000000000016,4.785867230907708,0.11781698081008206
18.200000000000014,4.780632544858135,0.11788440528443722
18.30000000000001,4.772991980899613,0.1178772026632554
18.400000000000013,4.762597099783366,0.11779790286580144
18.500000000000014,4.749248982470601,0.11766516457360265
18.600000000000016,4.732899562457153,0.11751480078713668
18.700000000000014,4.713649220357645,0.11739805945877206
18.800000000000015,4.6917407958467825,0.11737659899047105
18.900000000000013,4.667550260862429,0.11751402249136503
19.000000000000014,4.641574377540303,0.11786452765026742
19.100000000000016,4.614415732682325,0.11846011381774402
19.200000000000014,4.586765596066895,0.11929861715828988
19.300000000000015,4.559385091435207,0.12033526164013203
19.400000000000013,4.533085195836865,0.12148015777721438
19.500000000000014,4.508706094959891,0.1226033217165829
19.600000000000016,4.4870964193286005,0.12354776707718396
19.700000000000014,4.46909286948331,0.1241506244796217
19.800000000000015,4.455500708507003,0.12427246031273964
19.900000000000016,4.447075558928085,0.12383599890351783
20.000000000000014,4.444506889784408,0.12287682544913064
